surface_form,match_kind,canonical_display_name,canonical_name,concept_id,entity_type,stakeholder_role,parent_display_name,org_level,industry_code,match_mode,is_active
Naphtha(nguyênliệuhóadầu),typo,Naphtha,Naphtha (nguyên liệu hóa dầu),oilgas:prod:naphtha_nguyen_lieu_hoa_dau,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
naphtha,typo,Naphtha,Naphtha (nguyên liệu hóa dầu),oilgas:prod:naphtha_nguyen_lieu_hoa_dau,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
naphtha (nguyen lieu hoa dau),typo,Naphtha,Naphtha (nguyên liệu hóa dầu),oilgas:prod:naphtha_nguyen_lieu_hoa_dau,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
Sản phẩm hóa dầu Paraxylen,canonical,Paraxylen,Sản phẩm hóa dầu Paraxylen,oilgas:prod:san_pham_hoa_dau_paraxylen,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
Paraxylen,official,Paraxylen,Sản phẩm hóa dầu Paraxylen,oilgas:prod:san_pham_hoa_dau_paraxylen,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
SảnphẩmhóadầuParaxylen,typo,Paraxylen,Sản phẩm hóa dầu Paraxylen,oilgas:prod:san_pham_hoa_dau_paraxylen,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
paraxylen,typo,Paraxylen,Sản phẩm hóa dầu Paraxylen,oilgas:prod:san_pham_hoa_dau_paraxylen,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
san pham hoa dau paraxylen,typo,Paraxylen,Sản phẩm hóa dầu Paraxylen,oilgas:prod:san_pham_hoa_dau_paraxylen,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
Sản phẩm hóa dầu Polypropylen,canonical,Polypropylen,Sản phẩm hóa dầu Polypropylen,oilgas:prod:san_pham_hoa_dau_polypropylen,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
Polypropylen,official,Polypropylen,Sản phẩm hóa dầu Polypropylen,oilgas:prod:san_pham_hoa_dau_polypropylen,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
SảnphẩmhóadầuPolypropylen,typo,Polypropylen,Sản phẩm hóa dầu Polypropylen,oilgas:prod:san_pham_hoa_dau_polypropylen,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
polypropylen,typo,Polypropylen,Sản phẩm hóa dầu Polypropylen,oilgas:prod:san_pham_hoa_dau_polypropylen,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
san pham hoa dau polypropylen,typo,Polypropylen,Sản phẩm hóa dầu Polypropylen,oilgas:prod:san_pham_hoa_dau_polypropylen,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
Than (nhiên liệu nhiệt điện),canonical,Than,Than (nhiên liệu nhiệt điện),oilgas:prod:than_nhien_lieu_nhiet_ien,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
Than,official,Than,Than (nhiên liệu nhiệt điện),oilgas:prod:than_nhien_lieu_nhiet_ien,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
Than(nhiênliệunhiệtđiện),typo,Than,Than (nhiên liệu nhiệt điện),oilgas:prod:than_nhien_lieu_nhiet_ien,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
than,typo,Than,Than (nhiên liệu nhiệt điện),oilgas:prod:than_nhien_lieu_nhiet_ien,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
than (nhien lieu nhiet đien),typo,Than,Than (nhiên liệu nhiệt điện),oilgas:prod:than_nhien_lieu_nhiet_ien,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
Xơ sợi polyester,canonical,Xơ sợi polyester,Xơ sợi polyester,oilgas:prod:xo_soi_polyester,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
Xơsợipolyester,typo,Xơ sợi polyester,Xơ sợi polyester,oilgas:prod:xo_soi_polyester,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
xo soi polyester,typo,Xơ sợi polyester,Xơ sợi polyester,oilgas:prod:xo_soi_polyester,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
Phân đạm Urê,canonical,Đạm/Urê,Phân đạm Urê,oilgas:prod:phan_am_ure,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
Đạm/Urê,official,Đạm/Urê,Phân đạm Urê,oilgas:prod:phan_am_ure,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
PhânđạmUrê,typo,Đạm/Urê,Phân đạm Urê,oilgas:prod:phan_am_ure,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
phan đam ure,typo,Đạm/Urê,Phân đạm Urê,oilgas:prod:phan_am_ure,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
đam/ure,typo,Đạm/Urê,Phân đạm Urê,oilgas:prod:phan_am_ure,commodity,PARTNER,,commodity,ENERGY,contains,TRUE
Dự án Autogas và City gas,canonical,Autogas/City gas,Dự án Autogas và City gas,oilgas:proj:autogas_city_gas,project,PARTNER,,project,ENERGY,contains,TRUE
Autogas/City gas,official,Autogas/City gas,Dự án Autogas và City gas,oilgas:proj:autogas_city_gas,project,PARTNER,,project,ENERGY,contains,TRUE
Autogas/Citygas,typo,Autogas/City gas,Dự án Autogas và City gas,oilgas:proj:autogas_city_gas,project,PARTNER,,project,ENERGY,contains,TRUE
DựánAutogasvàCitygas,typo,Autogas/City gas,Dự án Autogas và City gas,oilgas:proj:autogas_city_gas,project,PARTNER,,project,ENERGY,contains,TRUE
du an autogas va city gas,typo,Autogas/City gas,Dự án Autogas và City gas,oilgas:proj:autogas_city_gas,project,PARTNER,,project,ENERGY,contains,TRUE
Giàn khai thác khí BK Thiên Ứng,canonical,BK Thiên Ứng,Giàn khai thác khí BK Thiên Ứng,oilgas:proj:bk_thien_ung,project,PARTNER,,project,ENERGY,contains,TRUE
BK Thiên Ứng,official,BK Thiên Ứng,Giàn khai thác khí BK Thiên Ứng,oilgas:proj:bk_thien_ung,project,PARTNER,,project,ENERGY,contains,TRUE
BKThiênỨng,typo,BK Thiên Ứng,Giàn khai thác khí BK Thiên Ứng,oilgas:proj:bk_thien_ung,project,PARTNER,,project,ENERGY,contains,TRUE
GiànkhaitháckhíBKThiênỨng,typo,BK Thiên Ứng,Giàn khai thác khí BK Thiên Ứng,oilgas:proj:bk_thien_ung,project,PARTNER,,project,ENERGY,contains,TRUE
bk thien ung,typo,BK Thiên Ứng,Giàn khai thác khí BK Thiên Ứng,oilgas:proj:bk_thien_ung,project,PARTNER,,project,ENERGY,contains,TRUE
gian khai thac khi bk thien ung,typo,BK Thiên Ứng,Giàn khai thác khí BK Thiên Ứng,oilgas:proj:bk_thien_ung,project,PARTNER,,project,ENERGY,contains,TRUE
Dự án thu gom khí Cá Rồng Đỏ (lô 07/03),canonical,Cá Rồng Đỏ,Dự án thu gom khí Cá Rồng Đỏ (lô 07/03),oilgas:ent:ca_rong_o,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
Cá Rồng Đỏ,official,Cá Rồng Đỏ,Dự án thu gom khí Cá Rồng Đỏ (lô 07/03),oilgas:ent:ca_rong_o,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
CáRồngĐỏ,typo,Cá Rồng Đỏ,Dự án thu gom khí Cá Rồng Đỏ (lô 07/03),oilgas:ent:ca_rong_o,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
DựánthugomkhíCáRồngĐỏ(lô07/03),typo,Cá Rồng Đỏ,Dự án thu gom khí Cá Rồng Đỏ (lô 07/03),oilgas:ent:ca_rong_o,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
ca rong đo,typo,Cá Rồng Đỏ,Dự án thu gom khí Cá Rồng Đỏ (lô 07/03),oilgas:ent:ca_rong_o,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
du an thu gom khi ca rong đo (lo 07/03),typo,Cá Rồng Đỏ,Dự án thu gom khí Cá Rồng Đỏ (lô 07/03),oilgas:ent:ca_rong_o,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
Chuỗi dự án Cá Voi Xanh,canonical,Cá Voi Xanh,Chuỗi dự án Cá Voi Xanh,oilgas:proj:ca_voi_xanh,project,PARTNER,,project,ENERGY,contains,TRUE
Cá Voi Xanh,official,Cá Voi Xanh,Chuỗi dự án Cá Voi Xanh,oilgas:proj:ca_voi_xanh,project,PARTNER,,project,ENERGY,contains,TRUE
ChuỗidựánCáVoiXanh,typo,Cá Voi Xanh,Chuỗi dự án Cá Voi Xanh,oilgas:proj:ca_voi_xanh,project,PARTNER,,project,ENERGY,contains,TRUE
CáVoiXanh,typo,Cá Voi Xanh,Chuỗi dự án Cá Voi Xanh,oilgas:proj:ca_voi_xanh,project,PARTNER,,project,ENERGY,contains,TRUE
ca voi xanh,typo,Cá Voi Xanh,Chuỗi dự án Cá Voi Xanh,oilgas:proj:ca_voi_xanh,project,PARTNER,,project,ENERGY,contains,TRUE
chuoi du an ca voi xanh,typo,Cá Voi Xanh,Chuỗi dự án Cá Voi Xanh,oilgas:proj:ca_voi_xanh,project,PARTNER,,project,ENERGY,contains,TRUE
Nhà máy chế biến condensate Cái Mép,canonical,Cái Mép,Nhà máy chế biến condensate Cái Mép,oilgas:proj:cai_mep,project,PARTNER,,project,ENERGY,contains,TRUE
Cái Mép,official,Cái Mép,Nhà máy chế biến condensate Cái Mép,oilgas:proj:cai_mep,project,PARTNER,,project,ENERGY,contains,TRUE
CáiMép,typo,Cái Mép,Nhà máy chế biến condensate Cái Mép,oilgas:proj:cai_mep,project,PARTNER,,project,ENERGY,contains,TRUE
NhàmáychếbiếncondensateCáiMép,typo,Cái Mép,Nhà máy chế biến condensate Cái Mép,oilgas:proj:cai_mep,project,PARTNER,,project,ENERGY,contains,TRUE
cai mep,typo,Cái Mép,Nhà máy chế biến condensate Cái Mép,oilgas:proj:cai_mep,project,PARTNER,,project,ENERGY,contains,TRUE
nha may che bien condensate cai mep,typo,Cái Mép,Nhà máy chế biến condensate Cái Mép,oilgas:proj:cai_mep,project,PARTNER,,project,ENERGY,contains,TRUE
Bến số 1 Cảng Dung Quất (Quảng Ngãi),canonical,Cảng Dung Quất,Bến số 1 Cảng Dung Quất (Quảng Ngãi),oilgas:proj:cang_dung_quat,project,PARTNER,,project,ENERGY,contains,TRUE
Cảng Dung Quất,official,Cảng Dung Quất,Bến số 1 Cảng Dung Quất (Quảng Ngãi),oilgas:proj:cang_dung_quat,project,PARTNER,,project,ENERGY,contains,TRUE
Bếnsố1CảngDungQuất(QuảngNgãi),typo,Cảng Dung Quất,Bến số 1 Cảng Dung Quất (Quảng Ngãi),oilgas:proj:cang_dung_quat,project,PARTNER,,project,ENERGY,contains,TRUE
CảngDungQuất,typo,Cảng Dung Quất,Bến số 1 Cảng Dung Quất (Quảng Ngãi),oilgas:proj:cang_dung_quat,project,PARTNER,,project,ENERGY,contains,TRUE
ben so 1 cang dung quat (quang ngai),typo,Cảng Dung Quất,Bến số 1 Cảng Dung Quất (Quảng Ngãi),oilgas:proj:cang_dung_quat,project,PARTNER,,project,ENERGY,contains,TRUE
cang dung quat,typo,Cảng Dung Quất,Bến số 1 Cảng Dung Quất (Quảng Ngãi),oilgas:proj:cang_dung_quat,project,PARTNER,,project,ENERGY,contains,TRUE
Nhà máy xử lý khí Dinh Cố / GPP Dinh Cố,canonical,Dinh Cố,Nhà máy xử lý khí Dinh Cố / GPP Dinh Cố,oilgas:proj:dinh_co,project,PARTNER,,project,ENERGY,contains,TRUE
Dinh Cố,official,Dinh Cố,Nhà máy xử lý khí Dinh Cố / GPP Dinh Cố,oilgas:proj:dinh_co,project,PARTNER,,project,ENERGY,contains,TRUE
DinhCố,typo,Dinh Cố,Nhà máy xử lý khí Dinh Cố / GPP Dinh Cố,oilgas:proj:dinh_co,project,PARTNER,,project,ENERGY,contains,TRUE
NhàmáyxửlýkhíDinhCố/GPPDinhCố,typo,Dinh Cố,Nhà máy xử lý khí Dinh Cố / GPP Dinh Cố,oilgas:proj:dinh_co,project,PARTNER,,project,ENERGY,contains,TRUE
dinh co,typo,Dinh Cố,Nhà máy xử lý khí Dinh Cố / GPP Dinh Cố,oilgas:proj:dinh_co,project,PARTNER,,project,ENERGY,contains,TRUE
nha may xu ly khi dinh co / gpp dinh co,typo,Dinh Cố,Nhà máy xử lý khí Dinh Cố / GPP Dinh Cố,oilgas:proj:dinh_co,project,PARTNER,,project,ENERGY,contains,TRUE
Nhà máy Lọc dầu Dung Quất,canonical,Dung Quất,Nhà máy Lọc dầu Dung Quất,oilgas:proj:dung_quat,project,PARTNER,,project,ENERGY,contains,TRUE
Dung Quất,official,Dung Quất,Nhà máy Lọc dầu Dung Quất,oilgas:proj:dung_quat,project,PARTNER,,project,ENERGY,contains,TRUE
NMLD Dung Quat,slang,Dung Quất,Nhà máy Lọc dầu Dung Quất,oilgas:proj:dung_quat,project,PARTNER,,project,ENERGY,contains,TRUE
loc dau Dung Quat,slang,Dung Quất,Nhà máy Lọc dầu Dung Quất,oilgas:proj:dung_quat,project,PARTNER,,project,ENERGY,contains,TRUE
DungQuất,typo,Dung Quất,Nhà máy Lọc dầu Dung Quất,oilgas:proj:dung_quat,project,PARTNER,,project,ENERGY,contains,TRUE
NhàmáyLọcdầuDungQuất,typo,Dung Quất,Nhà máy Lọc dầu Dung Quất,oilgas:proj:dung_quat,project,PARTNER,,project,ENERGY,contains,TRUE
nha may loc dau dung quat,typo,Dung Quất,Nhà máy Lọc dầu Dung Quất,oilgas:proj:dung_quat,project,PARTNER,,project,ENERGY,contains,TRUE
Mỏ/dự án thu gom khí Hàm Rồng (Thái Bình),canonical,Hàm Rồng,Mỏ/dự án thu gom khí Hàm Rồng (Thái Bình),oilgas:proj:ham_rong,project,PARTNER,,project,ENERGY,contains,TRUE
Hàm Rồng,official,Hàm Rồng,Mỏ/dự án thu gom khí Hàm Rồng (Thái Bình),oilgas:proj:ham_rong,project,PARTNER,,project,ENERGY,contains,TRUE
HàmRồng,typo,Hàm Rồng,Mỏ/dự án thu gom khí Hàm Rồng (Thái Bình),oilgas:proj:ham_rong,project,PARTNER,,project,ENERGY,contains,TRUE
Mỏ/dựánthugomkhíHàmRồng(TháiBình),typo,Hàm Rồng,Mỏ/dự án thu gom khí Hàm Rồng (Thái Bình),oilgas:proj:ham_rong,project,PARTNER,,project,ENERGY,contains,TRUE
ham rong,typo,Hàm Rồng,Mỏ/dự án thu gom khí Hàm Rồng (Thái Bình),oilgas:proj:ham_rong,project,PARTNER,,project,ENERGY,contains,TRUE
mo/du an thu gom khi ham rong (thai binh),typo,Hàm Rồng,Mỏ/dự án thu gom khí Hàm Rồng (Thái Bình),oilgas:proj:ham_rong,project,PARTNER,,project,ENERGY,contains,TRUE
Nhà máy Thủy điện Hủa Na,canonical,Hủa Na,Nhà máy Thủy điện Hủa Na,oilgas:proj:hua_na,project,PARTNER,,project,ENERGY,contains,TRUE
Hủa Na,official,Hủa Na,Nhà máy Thủy điện Hủa Na,oilgas:proj:hua_na,project,PARTNER,,project,ENERGY,contains,TRUE
HủaNa,typo,Hủa Na,Nhà máy Thủy điện Hủa Na,oilgas:proj:hua_na,project,PARTNER,,project,ENERGY,contains,TRUE
NhàmáyThủyđiệnHủaNa,typo,Hủa Na,Nhà máy Thủy điện Hủa Na,oilgas:proj:hua_na,project,PARTNER,,project,ENERGY,contains,TRUE
hua na,typo,Hủa Na,Nhà máy Thủy điện Hủa Na,oilgas:proj:hua_na,project,PARTNER,,project,ENERGY,contains,TRUE
nha may thuy đien hua na,typo,Hủa Na,Nhà máy Thủy điện Hủa Na,oilgas:proj:hua_na,project,PARTNER,,project,ENERGY,contains,TRUE
Dự án kho cảng LNG Sơn Mỹ,canonical,LNG Sơn Mỹ,Dự án kho cảng LNG Sơn Mỹ,oilgas:ent:lng_son_my,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
LNG Sơn Mỹ,official,LNG Sơn Mỹ,Dự án kho cảng LNG Sơn Mỹ,oilgas:ent:lng_son_my,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
kho LNG Son My,slang,LNG Sơn Mỹ,Dự án kho cảng LNG Sơn Mỹ,oilgas:ent:lng_son_my,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
lng son my,slang,LNG Sơn Mỹ,Dự án kho cảng LNG Sơn Mỹ,oilgas:ent:lng_son_my,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
DựánkhocảngLNGSơnMỹ,typo,LNG Sơn Mỹ,Dự án kho cảng LNG Sơn Mỹ,oilgas:ent:lng_son_my,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
LNGSơnMỹ,typo,LNG Sơn Mỹ,Dự án kho cảng LNG Sơn Mỹ,oilgas:ent:lng_son_my,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
du an kho cang lng son my,typo,LNG Sơn Mỹ,Dự án kho cảng LNG Sơn Mỹ,oilgas:ent:lng_son_my,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
Dự án kho cảng LNG Thị Vải,canonical,LNG Thị Vải,Dự án kho cảng LNG Thị Vải,oilgas:ent:lng_thi_vai,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
LNG Thị Vải,official,LNG Thị Vải,Dự án kho cảng LNG Thị Vải,oilgas:ent:lng_thi_vai,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
kho LNG Thi Vai,slang,LNG Thị Vải,Dự án kho cảng LNG Thị Vải,oilgas:ent:lng_thi_vai,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
lng thi vai,slang,LNG Thị Vải,Dự án kho cảng LNG Thị Vải,oilgas:ent:lng_thi_vai,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
DựánkhocảngLNGThịVải,typo,LNG Thị Vải,Dự án kho cảng LNG Thị Vải,oilgas:ent:lng_thi_vai,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
LNGThịVải,typo,LNG Thị Vải,Dự án kho cảng LNG Thị Vải,oilgas:ent:lng_thi_vai,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
du an kho cang lng thi vai,typo,LNG Thị Vải,Dự án kho cảng LNG Thị Vải,oilgas:ent:lng_thi_vai,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
Dự án Nhà máy nhiệt điện Long Phú 1,canonical,Long Phú 1,Dự án Nhà máy nhiệt điện Long Phú 1,oilgas:proj:long_phu_1,project,PARTNER,,project,ENERGY,contains,TRUE
Long Phú 1,official,Long Phú 1,Dự án Nhà máy nhiệt điện Long Phú 1,oilgas:proj:long_phu_1,project,PARTNER,,project,ENERGY,contains,TRUE
DựánNhàmáynhiệtđiệnLongPhú1,typo,Long Phú 1,Dự án Nhà máy nhiệt điện Long Phú 1,oilgas:proj:long_phu_1,project,PARTNER,,project,ENERGY,contains,TRUE
LongPhú1,typo,Long Phú 1,Dự án Nhà máy nhiệt điện Long Phú 1,oilgas:proj:long_phu_1,project,PARTNER,,project,ENERGY,contains,TRUE
du an nha may nhiet đien long phu 1,typo,Long Phú 1,Dự án Nhà máy nhiệt điện Long Phú 1,oilgas:proj:long_phu_1,project,PARTNER,,project,ENERGY,contains,TRUE
long phu 1,typo,Long Phú 1,Dự án Nhà máy nhiệt điện Long Phú 1,oilgas:proj:long_phu_1,project,PARTNER,,project,ENERGY,contains,TRUE
Chuỗi dự án khí Lô B - Ô Môn,canonical,Lô B,Chuỗi dự án khí Lô B - Ô Môn,oilgas:ent:lo_b,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
Lô B,official,Lô B,Chuỗi dự án khí Lô B - Ô Môn,oilgas:ent:lo_b,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
ChuỗidựánkhíLôB-ÔMôn,typo,Lô B,Chuỗi dự án khí Lô B - Ô Môn,oilgas:ent:lo_b,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
LôB,typo,Lô B,Chuỗi dự án khí Lô B - Ô Môn,oilgas:ent:lo_b,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
chuoi du an khi lo b - o mon,typo,Lô B,Chuỗi dự án khí Lô B - Ô Môn,oilgas:ent:lo_b,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
lo b,typo,Lô B,Chuỗi dự án khí Lô B - Ô Môn,oilgas:ent:lo_b,project,SUBSIDIARY,,project,ENERGY,contains,TRUE
Nhà máy điện khí Miền Trung 1&2,canonical,Miền Trung 1&2,Nhà máy điện khí Miền Trung 1&2,oilgas:proj:mien_trung_1_2,project,PARTNER,,project,ENERGY,contains,TRUE
Miền Trung 1&2,official,Miền Trung 1&2,Nhà máy điện khí Miền Trung 1&2,oilgas:proj:mien_trung_1_2,project,PARTNER,,project,ENERGY,contains,TRUE
MiềnTrung1&2,typo,Miền Trung 1&2,Nhà máy điện khí Miền Trung 1&2,oilgas:proj:mien_trung_1_2,project,PARTNER,,project,ENERGY,contains,TRUE
NhàmáyđiệnkhíMiềnTrung1&2,typo,Miền Trung 1&2,Nhà máy điện khí Miền Trung 1&2,oilgas:proj:mien_trung_1_2,project,PARTNER,,project,ENERGY,contains,TRUE
mien trung 1&2,typo,Miền Trung 1&2,Nhà máy điện khí Miền Trung 1&2,oilgas:proj:mien_trung_1_2,project,PARTNER,,project,ENERGY,contains,TRUE
nha may đien khi mien trung 1&2,typo,Miền Trung 1&2,Nhà máy điện khí Miền Trung 1&2,oilgas:proj:mien_trung_1_2,project,PARTNER,,project,ENERGY,contains,TRUE
Dự án đường ống khí Nam Côn Sơn,canonical,Nam Côn Sơn,Dự án đường ống khí Nam Côn Sơn,oilgas:proj:nam_con_son_pipeline,project,PARTNER,,project,ENERGY,contains,TRUE
Nam Côn Sơn,official,Nam Côn Sơn,Dự án đường ống khí Nam Côn Sơn,oilgas:proj:nam_con_son_pipeline,project,PARTNER,,project,ENERGY,contains,TRUE
DOKG NCS,abbrev,Nam Côn Sơn,Dự án đường ống khí Nam Côn Sơn,oilgas:proj:nam_con_son_pipeline,project,PARTNER,,project,ENERGY,contains,TRUE
duong ong khi NCS,slang,Nam Côn Sơn,Dự án đường ống khí Nam Côn Sơn,oilgas:proj:nam_con_son_pipeline,project,PARTNER,,project,ENERGY,contains,TRUE
pipeline Nam Con Son,slang,Nam Côn Sơn,Dự án đường ống khí Nam Côn Sơn,oilgas:proj:nam_con_son_pipeline,project,PARTNER,,project,ENERGY,contains,TRUE
